"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","High_satisfaction","Low_satisfaction","MonthlyIncome_scaled","NumCompaniesWorked_scaled","TotalWorkingYears_scaled","TrainingTimesLastYear_scaled","YearsAtCompany_scaled","YearsInCurrentRole_scaled","YearsSinceLastPromotion_scaled","YearsWithCurrManager_scaled","Age_scaled","DailyRate_scaled","DistanceFromHome_scaled","HourlyRate_scaled","MonthlyRate_scaled","PercentSalaryHike_scaled","MonthlyIncome_discret","NumCompaniesWorked_discret","TotalWorkingYears_discret","TrainingTimesLastYear_discret","YearsAtCompany_discret","YearsInCurrentRole_discret","YearsSinceLastPromotion_discret","YearsWithCurrManager_discret","Age_discret","DailyRate_discret","DistanceFromHome_discret","HourlyRate_discret","MonthlyRate_discret","PercentSalaryHike_discret"
49,"0","Travel_Rarely",1418,"Research & Development",1,"3","Technical Degree","3","Female",36,"3",1,"Research Scientist","1","Married",3580,10554,2,"Y","0",16,"3","2","1",7,2,"3",4,2,0,2,"0","0",0.255974076587971,0.471404520791032,0.418330013267038,0.577350269189626,0.316227766016838,0.333333333333333,0,0.342997170285018,0.738095238095238,0.94201861130995,0,0.0857142857142857,0.339690825135515,0.357142857142857,"[0,0.272)","[0.43,0.666)","[0.281,0.441)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0.681,1]","[0.739,1]","[0,0.161)","[0,0.261)","[0.247,0.497)","[0.332,0.62)"
24,"0","Non-Travel",1269,"Research & Development",4,"1","Life Sciences","1","Male",46,"2",1,"Laboratory Technician","4","Married",3162,10778,0,"Y","0",17,"3","4","0",6,2,"2",5,2,3,4,"1","0",0.22313014575408,0,0.387298334620742,0.577350269189626,0.353553390593274,0.333333333333333,0.447213595499958,0.485071250072666,0.142857142857143,0.835361488904796,0.107142857142857,0.228571428571429,0.348685003011444,0.428571428571429,"[0,0.272)","[0,0.167)","[0.281,0.441)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0.424,0.687)","[0,0.255)","[0.739,1]","[0,0.161)","[0,0.261)","[0.247,0.497)","[0.332,0.62)"
32,"0","Travel_Frequently",379,"Sales",5,"2","Life Sciences","2","Male",48,"3",2,"Sales Executive","2","Married",6524,8891,1,"Y","0",14,"3","4","1",10,3,"3",10,8,5,3,"0","0",0.446923428656266,0.333333333333333,0.5,0.707106781186548,0.5,0.666666666666667,0.577350269189626,0.420084025208403,0.333333333333333,0.198282032927702,0.142857142857143,0.257142857142857,0.272917084922706,0.214285714285714,"[0.272,0.484)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.46,0.749)","[0,0.424)","[0.255,0.448)","[0,0.236)","[0,0.161)","[0,0.261)","[0.247,0.497)","[0.117,0.332)"
38,"0","Travel_Rarely",395,"Sales",9,"3","Marketing","2","Male",98,"2",1,"Sales Representative","2","Married",2899,12102,0,"Y","0",19,"3","4","1",3,3,"3",2,2,1,2,"0","0",0.201340501512674,0,0.273861278752583,0.707106781186548,0.223606797749979,0.333333333333333,0.258198889747161,0.342997170285018,0.476190476190476,0.209735146743021,0.285714285714286,0.971428571428571,0.40184701867095,0.571428571428571,"[0,0.272)","[0,0.167)","[0,0.281)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.448,0.681)","[0,0.236)","[0.161,0.43)","[0.756,1]","[0.247,0.497)","[0.332,0.62)"
42,"0","Travel_Rarely",1265,"Research & Development",3,"3","Life Sciences","3","Female",95,"4",2,"Laboratory Technician","4","Married",5231,23726,2,"Y","1",13,"3","2","1",17,1,"2",5,3,1,3,"0","0",0.369902052624148,0.471404520791032,0.651920240520265,0.408248290463863,0.353553390593274,0.408248290463863,0.258198889747161,0.420084025208403,0.571428571428571,0.832498210450966,0.0714285714285714,0.928571428571429,0.868580606303955,0.142857142857143,"[0.272,0.484)","[0.43,0.666)","[0.629,1]","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.448,0.681)","[0.739,1]","[0,0.161)","[0.756,1]","[0.745,1]","[0.117,0.332)"
31,"0","Travel_Rarely",1222,"Research & Development",11,"4","Life Sciences","4","Male",48,"3",1,"Research Scientist","4","Married",2356,14871,3,"Y","1",19,"3","2","1",8,2,"3",6,4,0,2,"1","0",0.152972329290082,0.577350269189626,0.447213595499958,0.577350269189626,0.387298334620742,0.471404520791032,0,0.342997170285018,0.30952380952381,0.801717967072298,0.357142857142857,0.257142857142857,0.513029512146155,0.571428571428571,"[0,0.272)","[0.43,0.666)","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0.739,1]","[0.161,0.43)","[0,0.261)","[0.497,0.745)","[0.332,0.62)"
29,"1","Travel_Rarely",341,"Sales",1,"3","Medical","2","Female",48,"2",1,"Sales Representative","3","Divorced",2800,23522,6,"Y","1",19,"3","3","3",5,3,"3",3,2,0,2,"0","0",0.192883498306671,0.816496580927726,0.353553390593274,0.707106781186548,0.273861278752583,0.333333333333333,0,0.342997170285018,0.261904761904762,0.171080887616321,0,0.257142857142857,0.860389480024092,0.571428571428571,"[0,0.272)","[0.666,1]","[0.281,0.441)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0,0.236)","[0,0.161)","[0,0.261)","[0.745,1]","[0.332,0.62)"
53,"0","Travel_Rarely",868,"Sales",8,"3","Marketing","1","Male",73,"3",4,"Sales Executive","4","Married",11836,22789,5,"Y","0",14,"3","3","1",28,3,"3",2,0,2,2,"0","0",0.702475804915039,0.74535599249993,0.836660026534076,0.707106781186548,0.223606797749979,0,0.365148371670111,0.342997170285018,0.833333333333333,0.548317823908375,0.25,0.614285714285714,0.830957639028308,0.214285714285714,"[0.484,0.744)","[0.666,1]","[0.629,1]","[0.312,0.72)","[0,0.284)","[0,0.181)","[0.153,0.46)","[0,0.424)","[0.681,1]","[0.483,0.739)","[0.161,0.43)","[0.509,0.756)","[0.745,1]","[0.117,0.332)"
35,"0","Travel_Rarely",672,"Research & Development",25,"3","Technical Degree","4","Male",78,"2",3,"Manufacturing Director","2","Married",10903,9129,3,"Y","0",16,"3","1","0",16,2,"3",13,10,4,8,"0","0",0.662568567995818,0.577350269189626,0.632455532033676,0.577350269189626,0.570087712549569,0.74535599249993,0.516397779494322,0.685994340570035,0.404761904761905,0.408017179670723,0.857142857142857,0.685714285714286,0.28247339891588,0.357142857142857,"[0.484,0.744)","[0.43,0.666)","[0.629,1]","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.46,0.749)","[0.424,0.687)","[0.255,0.448)","[0.236,0.483)","[0.729,1]","[0.509,0.756)","[0.247,0.497)","[0.332,0.62)"
37,"0","Travel_Frequently",1231,"Sales",21,"2","Medical","3","Female",54,"3",1,"Sales Representative","4","Married",2973,21222,5,"Y","0",15,"3","2","1",10,3,"3",5,4,0,0,"0","0",0.207567970358874,0.74535599249993,0.5,0.707106781186548,0.353553390593274,0.471404520791032,0,0,0.452380952380952,0.808160343593414,0.714285714285714,0.342857142857143,0.768038546476611,0.285714285714286,"[0,0.272)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0.448,0.681)","[0.739,1]","[0.43,0.729)","[0.261,0.509)","[0.745,1]","[0.117,0.332)"
53,"0","Travel_Rarely",102,"Research & Development",23,"4","Life Sciences","4","Female",72,"3",4,"Research Director","4","Single",14275,20206,6,"Y","0",18,"3","3","0",33,0,"3",12,9,3,8,"1","0",0.799916307455872,0.816496580927726,0.908295106229247,0,0.547722557505166,0.707106781186548,0.447213595499958,0.685994340570035,0.833333333333333,0,0.785714285714286,0.6,0.727243525396507,0.5,"[0.744,1]","[0.666,1]","[0.629,1]","[0,0.312)","[0.448,0.633)","[0.501,0.748)","[0.153,0.46)","[0.424,0.687)","[0.681,1]","[0,0.236)","[0.729,1]","[0.509,0.756)","[0.497,0.745)","[0.332,0.62)"
43,"0","Travel_Frequently",422,"Research & Development",1,"3","Life Sciences","4","Female",33,"3",2,"Healthcare Representative","4","Married",5562,21782,4,"Y","0",13,"3","2","1",12,2,"2",5,2,2,2,"1","0",0.390450178937985,0.666666666666667,0.547722557505166,0.577350269189626,0.353553390593274,0.333333333333333,0.365148371670111,0.342997170285018,0.595238095238095,0.229062276306371,0,0.0428571428571429,0.790523991166432,0.142857142857143,"[0.272,0.484)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.448,0.681)","[0,0.236)","[0,0.161)","[0,0.261)","[0.745,1]","[0.117,0.332)"
47,"0","Travel_Rarely",249,"Sales",2,"2","Marketing","3","Female",35,"3",2,"Sales Executive","4","Married",4537,17783,0,"Y","1",22,"4","1","1",8,2,"3",7,6,7,7,"0","0",0.324591908577993,0,0.447213595499958,0.577350269189626,0.418330013267038,0.577350269189626,0.683130051063973,0.641688947919748,0.69047619047619,0.105225483178239,0.0357142857142857,0.0714285714285714,0.629953824533226,0.785714285714286,"[0.272,0.484)","[0,0.167)","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.501,0.748)","[0.46,0.749)","[0.424,0.687)","[0.681,1]","[0,0.236)","[0,0.161)","[0,0.261)","[0.497,0.745)","[0.62,1]"
37,"0","Non-Travel",1252,"Sales",19,"2","Medical","1","Male",32,"3",3,"Sales Executive","2","Single",7642,4814,1,"Y","1",13,"3","4","0",10,2,"3",10,0,0,9,"0","0",0.50754418524974,0.333333333333333,0.5,0.577350269189626,0.5,0,0,0.727606875108999,0.452380952380952,0.82319255547602,0.642857142857143,0.0285714285714286,0.109215017064846,0.142857142857143,"[0.484,0.744)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0,0.181)","[0,0.153)","[0.687,0.843)","[0.448,0.681)","[0.739,1]","[0.43,0.729)","[0,0.261)","[0,0.247)","[0.117,0.332)"
50,"0","Non-Travel",881,"Research & Development",2,"4","Life Sciences","1","Male",98,"3",4,"Manager","1","Divorced",17924,4544,1,"Y","0",11,"3","4","1",31,3,"3",31,6,14,7,"0","1",0.931262503131084,0.333333333333333,0.88034084308295,0.707106781186548,0.88034084308295,0.577350269189626,0.966091783079296,0.641688947919748,0.761904761904762,0.557623478883321,0.0357142857142857,0.971428571428571,0.0983738205179683,0,"[0.744,1]","[0.167,0.43)","[0.629,1]","[0.312,0.72)","[0.633,1]","[0.501,0.748)","[0.749,1]","[0.424,0.687)","[0.681,1]","[0.483,0.739)","[0,0.161)","[0.756,1]","[0,0.247)","[0,0.117)"
39,"0","Travel_Rarely",1383,"Human Resources",2,"3","Life Sciences","4","Female",42,"2",2,"Human Resources","4","Married",5204,7790,8,"Y","0",11,"3","3","2",13,2,"3",5,4,0,4,"1","0",0.368197610942733,0.942809041582063,0.570087712549569,0.577350269189626,0.353553390593274,0.471404520791032,0,0.485071250072666,0.5,0.916964924838941,0.0357142857142857,0.171428571428571,0.228709094559325,0,"[0.272,0.484)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0,0.153)","[0.424,0.687)","[0.448,0.681)","[0.739,1]","[0,0.161)","[0,0.261)","[0,0.247)","[0,0.117)"
33,"0","Travel_Rarely",1075,"Human Resources",3,"2","Human Resources","4","Male",57,"3",1,"Human Resources","2","Divorced",2277,22650,3,"Y","1",11,"3","3","1",7,4,"4",4,3,0,3,"0","0",0.145487602151957,0.577350269189626,0.418330013267038,0.816496580927726,0.316227766016838,0.408248290463863,0,0.420084025208403,0.357142857142857,0.696492483894059,0.0714285714285714,0.385714285714286,0.825376430435655,0,"[0,0.272)","[0.43,0.666)","[0.281,0.441)","[0.72,0.88)","[0.284,0.448)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0.483,0.739)","[0,0.161)","[0.261,0.509)","[0.745,1]","[0,0.117)"
32,"1","Travel_Rarely",374,"Research & Development",25,"4","Life Sciences","1","Male",87,"3",1,"Laboratory Technician","4","Single",2795,18016,1,"Y","1",24,"4","3","0",1,2,"1",1,0,0,1,"0","0",0.192452441757837,0.333333333333333,0.158113883008419,0.577350269189626,0.158113883008419,0,0,0.242535625036333,0.333333333333333,0.194702934860415,0.857142857142857,0.814285714285714,0.639309375627384,0.928571428571429,"[0,0.272)","[0.167,0.43)","[0,0.281)","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0,0.236)","[0.729,1]","[0.756,1]","[0.497,0.745)","[0.62,1]"
29,"0","Travel_Rarely",1086,"Research & Development",7,"1","Medical","1","Female",62,"2",1,"Laboratory Technician","4","Divorced",2532,6054,6,"Y","0",14,"3","3","3",8,5,"3",4,3,0,3,"0","0",0.169208429755915,0.816496580927726,0.447213595499958,0.912870929175277,0.316227766016838,0.408248290463863,0,0.420084025208403,0.261904761904762,0.70436649964209,0.214285714285714,0.457142857142857,0.159004216020879,0.214285714285714,"[0,0.272)","[0.666,1]","[0.441,0.629)","[0.88,1]","[0.284,0.448)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0.483,0.739)","[0.161,0.43)","[0.261,0.509)","[0,0.247)","[0.117,0.332)"
44,"0","Travel_Rarely",661,"Research & Development",9,"2","Life Sciences","2","Male",61,"3",1,"Research Scientist","1","Married",2559,7508,1,"Y","1",13,"3","4","0",8,0,"3",8,7,7,1,"0","0",0.171648644168284,0.333333333333333,0.447213595499958,0,0.447213595499958,0.623609564462324,0.683130051063973,0.242535625036333,0.619047619047619,0.400143163922692,0.285714285714286,0.442857142857143,0.217386067054808,0.142857142857143,"[0,0.272)","[0.167,0.43)","[0.441,0.629)","[0,0.312)","[0.284,0.448)","[0.501,0.748)","[0.46,0.749)","[0,0.424)","[0.448,0.681)","[0.236,0.483)","[0.161,0.43)","[0.261,0.509)","[0,0.247)","[0.117,0.332)"
28,"0","Travel_Rarely",821,"Sales",5,"4","Medical","1","Male",98,"3",2,"Sales Executive","4","Single",4908,24252,1,"Y","0",14,"3","2","0",4,3,"3",4,2,0,2,"0","0",0.349213775662258,0.333333333333333,0.316227766016838,0.707106781186548,0.316227766016838,0.333333333333333,0,0.342997170285018,0.238095238095238,0.514674302075877,0.142857142857143,0.971428571428571,0.889700863280466,0.214285714285714,"[0.272,0.484)","[0.167,0.43)","[0.281,0.441)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0,0.255)","[0.483,0.739)","[0,0.161)","[0.756,1]","[0.745,1]","[0.117,0.332)"
58,"1","Travel_Frequently",781,"Research & Development",2,"1","Life Sciences","4","Male",57,"2",1,"Laboratory Technician","4","Divorced",2380,13384,9,"Y","1",14,"3","4","1",3,3,"2",1,0,0,0,"1","0",0.155221233897549,1,0.273861278752583,0.707106781186548,0.158113883008419,0,0,0,0.952380952380952,0.486041517537581,0.0357142857142857,0.385714285714286,0.453322625978719,0.214285714285714,"[0,0.272)","[0.666,1]","[0,0.281)","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.681,1]","[0.483,0.739)","[0,0.161)","[0.261,0.509)","[0.247,0.497)","[0.117,0.332)"
43,"0","Travel_Rarely",177,"Research & Development",8,"3","Life Sciences","1","Female",55,"3",2,"Manufacturing Director","2","Divorced",4765,23814,4,"Y","0",21,"4","3","1",4,2,"4",1,0,0,0,"0","0",0.339837474372119,0.666666666666667,0.316227766016838,0.577350269189626,0.158113883008419,0,0,0,0.595238095238095,0.0536864710093057,0.25,0.357142857142857,0.872114033326641,0.714285714285714,"[0.272,0.484)","[0.666,1]","[0.281,0.441)","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.448,0.681)","[0,0.236)","[0.161,0.43)","[0.261,0.509)","[0.745,1]","[0.62,1]"
20,"1","Travel_Rarely",500,"Sales",2,"3","Medical","3","Female",49,"2",1,"Sales Representative","3","Single",2044,22052,1,"Y","0",13,"3","4","0",2,3,"2",2,2,0,2,"0","0",0.122621820450766,0.333333333333333,0.223606797749979,0.707106781186548,0.223606797749979,0.333333333333333,0,0.342997170285018,0.0476190476190476,0.284896206156049,0.0357142857142857,0.271428571428571,0.801365187713311,0.142857142857143,"[0,0.272)","[0.167,0.43)","[0,0.281)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0,0.255)","[0.236,0.483)","[0,0.161)","[0.261,0.509)","[0.745,1]","[0.117,0.332)"
21,"1","Travel_Rarely",1427,"Research & Development",18,"1","Other","4","Female",65,"3",1,"Research Scientist","4","Single",2693,8870,1,"Y","0",19,"3","1","0",1,3,"2",1,0,0,0,"1","0",0.183573195091395,0.333333333333333,0.158113883008419,0.707106781186548,0.158113883008419,0,0,0,0.0714285714285714,0.948460987831067,0.607142857142857,0.5,0.272073880746838,0.571428571428571,"[0,0.272)","[0.167,0.43)","[0,0.281)","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0,0.255)","[0.739,1]","[0.43,0.729)","[0.261,0.509)","[0.247,0.497)","[0.332,0.62)"
36,"0","Travel_Rarely",1425,"Research & Development",14,"1","Life Sciences","3","Male",68,"3",2,"Healthcare Representative","4","Married",6586,4821,0,"Y","1",17,"3","1","1",17,2,"2",16,8,4,11,"0","0",0.450415280454788,0,0.651920240520265,0.577350269189626,0.632455532033676,0.666666666666667,0.516397779494322,0.804399666539844,0.428571428571429,0.947029348604152,0.464285714285714,0.542857142857143,0.109496085123469,0.428571428571429,"[0.272,0.484)","[0,0.167)","[0.629,1]","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.46,0.749)","[0.687,0.843)","[0.255,0.448)","[0.739,1]","[0.43,0.729)","[0.509,0.756)","[0,0.247)","[0.332,0.62)"
47,"0","Travel_Rarely",1454,"Sales",2,"4","Life Sciences","4","Female",65,"2",1,"Sales Representative","4","Single",3294,13137,1,"Y","1",18,"3","1","0",3,3,"2",3,2,1,2,"1","0",0.233724612773946,0.333333333333333,0.273861278752583,0.707106781186548,0.273861278752583,0.333333333333333,0.258198889747161,0.342997170285018,0.69047619047619,0.967788117394417,0.0357142857142857,0.5,0.443404938767316,0.5,"[0,0.272)","[0.167,0.43)","[0,0.281)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.681,1]","[0.739,1]","[0,0.161)","[0.261,0.509)","[0.247,0.497)","[0.332,0.62)"
22,"1","Travel_Rarely",617,"Research & Development",3,"1","Life Sciences","2","Female",34,"3",2,"Manufacturing Director","3","Married",4171,10022,0,"Y","1",19,"3","1","1",4,3,"4",3,2,0,2,"0","0",0.299294147635742,0,0.316227766016838,0.707106781186548,0.273861278752583,0.333333333333333,0,0.342997170285018,0.0952380952380952,0.368647100930566,0.0714285714285714,0.0571428571428571,0.318329652680185,0.571428571428571,"[0.272,0.484)","[0,0.167)","[0.281,0.441)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0,0.255)","[0.236,0.483)","[0,0.161)","[0,0.261)","[0.247,0.497)","[0.332,0.62)"
41,"1","Travel_Rarely",1085,"Research & Development",2,"4","Life Sciences","2","Female",57,"1",1,"Laboratory Technician","4","Divorced",2778,17725,4,"Y","1",13,"3","3","1",10,1,"2",7,7,1,0,"0","0",0.190983957990296,0.666666666666667,0.5,0.408248290463863,0.418330013267038,0.623609564462324,0.258198889747161,0,0.547619047619048,0.703650680028633,0.0357142857142857,0.385714285714286,0.627624974904638,0.142857142857143,"[0,0.272)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.501,0.748)","[0.153,0.46)","[0,0.424)","[0.448,0.681)","[0.483,0.739)","[0,0.161)","[0.261,0.509)","[0.497,0.745)","[0.117,0.332)"
28,"0","Travel_Rarely",995,"Research & Development",9,"3","Medical","3","Female",77,"3",1,"Research Scientist","3","Divorced",2377,9834,5,"Y","0",18,"3","2","1",6,2,"3",2,2,2,2,"0","0",0.154940742887821,0.74535599249993,0.387298334620742,0.577350269189626,0.223606797749979,0.333333333333333,0.365148371670111,0.342997170285018,0.238095238095238,0.639226914817466,0.285714285714286,0.671428571428571,0.310780967677173,0.5,"[0,0.272)","[0.666,1]","[0.281,0.441)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0,0.255)","[0.483,0.739)","[0.161,0.43)","[0.509,0.756)","[0.247,0.497)","[0.332,0.62)"
39,"1","Travel_Rarely",1122,"Research & Development",6,"3","Medical","4","Male",70,"3",1,"Laboratory Technician","1","Married",2404,4303,7,"Y","1",21,"4","4","0",8,2,"1",2,2,2,2,"1","0",0.157458827788937,0.881917103688197,0.447213595499958,0.577350269189626,0.223606797749979,0.333333333333333,0.365148371670111,0.342997170285018,0.5,0.730136005726557,0.178571428571429,0.571428571428571,0.0886970487853845,0.714285714285714,"[0,0.272)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.448,0.681)","[0.483,0.739)","[0.161,0.43)","[0.509,0.756)","[0,0.247)","[0.62,1]"
27,"0","Travel_Rarely",618,"Research & Development",4,"3","Life Sciences","2","Female",76,"3",1,"Research Scientist","3","Single",2318,17808,1,"Y","0",19,"3","3","0",1,2,"3",1,1,0,0,"0","0",0.149388006808886,0.333333333333333,0.158113883008419,0.577350269189626,0.158113883008419,0.235702260395516,0,0,0.214285714285714,0.369362920544023,0.107142857142857,0.657142857142857,0.630957639028308,0.571428571428571,"[0,0.272)","[0.167,0.43)","[0,0.281)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0,0.255)","[0.236,0.483)","[0,0.161)","[0.509,0.756)","[0.497,0.745)","[0.332,0.62)"
34,"0","Travel_Rarely",546,"Research & Development",10,"3","Life Sciences","2","Male",83,"3",1,"Laboratory Technician","2","Divorced",2008,6896,1,"Y","0",14,"3","2","2",1,3,"3",1,0,1,0,"0","0",0.118974815835663,0.333333333333333,0.158113883008419,0.707106781186548,0.158113883008419,0,0.258198889747161,0,0.380952380952381,0.31782390837509,0.321428571428571,0.757142857142857,0.192812688215218,0.214285714285714,"[0,0.272)","[0.167,0.43)","[0,0.281)","[0.312,0.72)","[0,0.284)","[0,0.181)","[0.153,0.46)","[0,0.424)","[0.255,0.448)","[0.236,0.483)","[0.161,0.43)","[0.756,1]","[0,0.247)","[0.117,0.332)"
42,"0","Travel_Rarely",462,"Sales",14,"2","Medical","3","Female",68,"2",2,"Sales Executive","3","Single",6244,7824,7,"Y","0",17,"3","1","0",10,6,"3",5,4,0,3,"0","0",0.430943054194155,0.881917103688197,0.5,1,0.353553390593274,0.471404520791032,0,0.420084025208403,0.571428571428571,0.257695060844667,0.464285714285714,0.542857142857143,0.230074282272636,0.428571428571429,"[0.272,0.484)","[0.666,1]","[0.441,0.629)","[0.88,1]","[0.284,0.448)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0.448,0.681)","[0.236,0.483)","[0.43,0.729)","[0.509,0.756)","[0,0.247)","[0.332,0.62)"
33,"0","Travel_Rarely",1198,"Research & Development",1,"4","Other","3","Male",100,"2",1,"Research Scientist","1","Single",2799,3339,3,"Y","1",11,"3","2","0",6,1,"3",3,2,0,2,"0","0",0.192797317805919,0.577350269189626,0.387298334620742,0.408248290463863,0.273861278752583,0.333333333333333,0,0.342997170285018,0.357142857142857,0.78453829634932,0,1,0.0499899618550492,0,"[0,0.272)","[0.43,0.666)","[0.281,0.441)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0.739,1]","[0,0.161)","[0.756,1]","[0,0.247)","[0,0.117)"
58,"0","Travel_Rarely",1272,"Research & Development",5,"3","Technical Degree","3","Female",37,"2",3,"Healthcare Representative","2","Divorced",10552,9255,2,"Y","1",13,"3","4","1",24,3,"3",6,0,0,4,"0","0",0.647115253852404,0.471404520791032,0.774596669241483,0.707106781186548,0.387298334620742,0,0,0.485071250072666,0.952380952380952,0.837508947745168,0.142857142857143,0.1,0.28753262397109,0.142857142857143,"[0.484,0.744)","[0.43,0.666)","[0.629,1]","[0.312,0.72)","[0.284,0.448)","[0,0.181)","[0,0.153)","[0.424,0.687)","[0.681,1]","[0.739,1]","[0,0.161)","[0,0.261)","[0.247,0.497)","[0.117,0.332)"
31,"0","Travel_Rarely",154,"Sales",7,"4","Life Sciences","2","Male",41,"2",1,"Sales Representative","3","Married",2329,11737,3,"Y","0",15,"3","2","0",13,2,"4",7,7,5,2,"0","0",0.150428575844428,0.577350269189626,0.570087712549569,0.577350269189626,0.418330013267038,0.623609564462324,0.577350269189626,0.342997170285018,0.30952380952381,0.0372226198997853,0.214285714285714,0.157142857142857,0.387191327042762,0.285714285714286,"[0,0.272)","[0.43,0.666)","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.501,0.748)","[0.46,0.749)","[0,0.424)","[0.255,0.448)","[0,0.236)","[0.161,0.43)","[0,0.261)","[0.247,0.497)","[0.117,0.332)"
35,"0","Travel_Rarely",1137,"Research & Development",21,"1","Life Sciences","4","Female",51,"3",2,"Healthcare Representative","4","Married",4014,19170,1,"Y","1",25,"4","4","1",10,2,"1",10,6,0,7,"1","0",0.288103002394882,0.333333333333333,0.5,0.577350269189626,0.5,0.577350269189626,0,0.641688947919748,0.404761904761905,0.740873299928418,0.714285714285714,0.3,0.685645452720337,1,"[0.272,0.484)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0,0.153)","[0.424,0.687)","[0.255,0.448)","[0.739,1]","[0.43,0.729)","[0.261,0.509)","[0.497,0.745)","[0.62,1]"
49,"0","Travel_Rarely",527,"Research & Development",8,"2","Other","1","Female",51,"3",3,"Laboratory Technician","2","Married",7403,22477,4,"Y","0",11,"3","3","1",29,3,"2",26,9,1,7,"0","0",0.494978685930014,0.666666666666667,0.85146931829632,0.707106781186548,0.806225774829855,0.707106781186548,0.258198889747161,0.641688947919748,0.738095238095238,0.304223335719399,0.25,0.3,0.818430034129693,0,"[0.484,0.744)","[0.666,1]","[0.629,1]","[0.312,0.72)","[0.633,1]","[0.501,0.748)","[0.153,0.46)","[0.424,0.687)","[0.681,1]","[0.236,0.483)","[0.161,0.43)","[0.261,0.509)","[0.745,1]","[0,0.117)"
48,"0","Travel_Rarely",1469,"Research & Development",20,"4","Medical","4","Male",51,"3",1,"Research Scientist","3","Married",2259,5543,4,"Y","0",17,"3","1","2",13,2,"2",0,0,0,0,"0","0",0.143764142651961,0.666666666666667,0.570087712549569,0.577350269189626,0,0,0,0,0.714285714285714,0.978525411596278,0.678571428571429,0.3,0.138486247741417,0.428571428571429,"[0,0.272)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.681,1]","[0.739,1]","[0.43,0.729)","[0.261,0.509)","[0,0.247)","[0.332,0.62)"
